Author,in,the,god,and,was,without,upon,of,said,let,there,be,that,it,from,he,were,which,unto,one,forth,his,whose,is,to,them,for,also,hath,may,every,their,make,man,our,have,all,him,shall,wherein,had,thus,because,these,are,when,they,lord,not,till,but,into,became,whom,out,thence,where,thou,shalt,thereof,should,will,an,what,would,whatsoever,her,now,my,therefore,more,than,yea,ye,we,do,your,as,thee,thy,with,who,me,hast,did,whence,how,many,by,no,wherefore,throughout,then,himself,say,again,according,among,like,doeth,yet,thine,lest,been,neither,or,moreover,seest,upward,whither,ever,those,whereby,cometh,if,some,oftentimes,other,much,therein,being,must,didst,each,inasmuch,downward,abundance,whereto,therewith,whereof,once,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,thereon,thereupon,thereunto,wherewith,oft,such,whosoever,underneath,whereunto,whensoever,wherewithal,seemeth,hereof,thyself,notwithstanding,verily,whereon,soever,could,forthwith,therefrom,wheresoever,whoso,ought,i_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,b_percentage_use,g_percentage_use,o_percentage_use,d_percentage_use,c_percentage_use,r_percentage_use,a_percentage_use,v_percentage_use,w_percentage_use,s_percentage_use,u_percentage_use,f_percentage_use,m_percentage_use,k_percentage_use,p_percentage_use,l_percentage_use,y_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,15.0,41,1.0,16.0,0.0,0.0,1.0,20,1.0,1.0,2.0,6.0,7.0,0.0,3.0,8.0,0.0,2.0,3.0,0.0,1.0,11.0,0.0,4.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06614349775784753,0.0633408071748879,0.10257847533632287,0.0952914798206278,0.13060538116591927,0.01289237668161435,0.017937219730941704,0.06446188340807175,0.042600896860986545,0.010089686098654708,0.05493273542600897,0.0773542600896861,0.00952914798206278,0.017937219730941704,0.06614349775784753,0.02466367713004484,0.02298206278026906,0.021300448430493273,0.008968609865470852,0.01233183856502242,0.04988789237668161,0.020179372197309416,0.0005605381165919282,0.0016816143497757848,0.0005605381165919282,0.0,455,3.9208791208791207,18.916666666666668,259.99495515695054
Solomon and others,0.0,14,0.0,11.0,0.0,0.0,0.0,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07106598984771574,0.09983079526226735,0.09644670050761421,0.047377326565143825,0.10321489001692047,0.011844331641285956,0.021996615905245348,0.08967851099830795,0.05414551607445008,0.021996615905245348,0.05583756345177665,0.0727580372250423,0.01015228426395939,0.023688663282571912,0.06260575296108291,0.028764805414551606,0.028764805414551606,0.02030456852791878,0.011844331641285956,0.01015228426395939,0.032148900169204735,0.01692047377326565,0.0,0.00338409475465313,0.0,0.001692047377326565,131,4.511450381679389,14.555555555555555,67.99661590524533
Solomon,1.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.06666666666666667,0.09696969696969697,0.09696969696969697,0.09696969696969697,0.006060606060606061,0.006060606060606061,0.05454545454545454,0.024242424242424242,0.01818181818181818,0.05454545454545454,0.10909090909090909,0.03636363636363636,0.01818181818181818,0.05454545454545454,0.024242424242424242,0.03636363636363636,0.012121212121212121,0.012121212121212121,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.0,0.006060606060606061,0.0,0.0,40,4.125,13.333333333333334,20.9939393939394
Isaiah,6.0,23,1.0,15.0,0.0,0.0,0.0,21,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,6.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,6.0,5.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05551497443389335,0.06501095690284879,0.07596785975164354,0.06939371804236669,0.1256391526661797,0.016070124178232285,0.016070124178232285,0.09422936449963477,0.04894083272461651,0.018261504747991233,0.06720233747260775,0.07962016070124178,0.013878743608473338,0.016800584368151936,0.05843681519357195,0.036523009495982466,0.028487947406866325,0.019722425127830533,0.008765522279035792,0.013148283418553688,0.036523009495982466,0.02191380569758948,0.0014609203798392988,0.0029218407596785976,0.004382761139517896,0.0014609203798392988,335,4.086567164179105,27.833333333333332,171.99634769905038
Jeremiah,8.0,47,1.0,18.0,0.0,0.0,1.0,30,7.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0,3.0,3.0,0.0,1.0,10.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061923583662714096,0.06719367588932806,0.10935441370223979,0.08959156785243742,0.11857707509881422,0.008563899868247694,0.011198945981554678,0.0981554677206851,0.0533596837944664,0.013175230566534914,0.0461133069828722,0.0836627140974967,0.007246376811594203,0.015810276679841896,0.04808959156785244,0.023715415019762844,0.03359683794466403,0.02766798418972332,0.007905138339920948,0.008563899868247694,0.04216073781291173,0.013175230566534914,0.0,0.008563899868247694,0.0006587615283267457,0.0,406,3.7389162561576357,27.0,235.99802371541497
Ezekiel,5.0,39,1.0,22.0,7.0,0.0,1.0,27,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,5.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06101190476190476,0.06919642857142858,0.10044642857142858,0.08556547619047619,0.13988095238095238,0.008928571428571428,0.014136904761904762,0.07738095238095238,0.04836309523809524,0.020089285714285716,0.061755952380952384,0.07886904761904762,0.009672619047619048,0.028273809523809524,0.049107142857142856,0.020089285714285716,0.04836309523809524,0.011904761904761904,0.006696428571428571,0.008928571428571428,0.021577380952380952,0.020089285714285716,0.001488095238095238,0.002232142857142857,0.001488095238095238,0.0,344,3.9069767441860463,28.5,197.9955357142857
Daniel,1.0,14,3.0,6.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072992700729927,0.072992700729927,0.072992700729927,0.09975669099756691,0.12165450121654502,0.014598540145985401,0.031630170316301706,0.0827250608272506,0.051094890510948905,0.019464720194647202,0.046228710462287104,0.072992700729927,0.0072992700729927005,0.004866180048661801,0.06082725060827251,0.0340632603406326,0.038929440389294405,0.012165450121654502,0.019464720194647202,0.009732360097323601,0.021897810218978103,0.004866180048661801,0.0,0.012165450121654502,0.0072992700729927005,0.0,101,4.069306930693069,33.333333333333336,59.992700729927
Hosea,2.0,6,0.0,2.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.0625,0.06944444444444445,0.10416666666666667,0.09722222222222222,0.013888888888888888,0.013888888888888888,0.11805555555555555,0.04861111111111111,0.006944444444444444,0.034722222222222224,0.1111111111111111,0.0,0.006944444444444444,0.05555555555555555,0.020833333333333332,0.04861111111111111,0.020833333333333332,0.020833333333333332,0.0,0.013888888888888888,0.013888888888888888,0.0,0.027777777777777776,0.027777777777777776,0.0,39,3.6923076923076925,39.0,20.993055555555554
Joel,2.0,15,0.0,11.0,0.0,1.0,1.0,9,0.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04992867332382311,0.06847360912981455,0.11126961483594865,0.10271041369472182,0.1398002853067047,0.009985734664764621,0.007132667617689016,0.06134094151212553,0.04136947218259629,0.028530670470756064,0.06276747503566334,0.09700427960057062,0.0042796005706134095,0.025677603423680456,0.02710413694721826,0.02282453637660485,0.028530670470756064,0.021398002853067047,0.009985734664764621,0.008559201141226819,0.0456490727532097,0.02282453637660485,0.0,0.0014265335235378032,0.0,0.0,175,4.005714285714285,25.0,95.99857346647644
Amos,2.0,6,0.0,1.0,1.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.06432748538011696,0.05263157894736842,0.08771929824561403,0.1111111111111111,0.011695906432748537,0.023391812865497075,0.1111111111111111,0.03508771929824561,0.017543859649122806,0.05263157894736842,0.09941520467836257,0.0,0.03508771929824561,0.06432748538011696,0.017543859649122806,0.04678362573099415,0.023391812865497075,0.023391812865497075,0.0,0.011695906432748537,0.017543859649122806,0.0,0.017543859649122806,0.011695906432748537,0.005847953216374269,43,3.9767441860465116,43.0,21.994152046783633
Obadiah,1.0,5,1.0,2.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055299539170506916,0.06451612903225806,0.08294930875576037,0.08755760368663594,0.1336405529953917,0.018433179723502304,0.027649769585253458,0.06912442396313365,0.059907834101382486,0.009216589861751152,0.059907834101382486,0.1152073732718894,0.013824884792626729,0.004608294930875576,0.06451612903225806,0.027649769585253458,0.009216589861751152,0.03686635944700461,0.0,0.009216589861751152,0.03686635944700461,0.009216589861751152,0.0,0.0,0.0,0.0,52,4.173076923076923,26.0,26.99539170506912
Jonah,1.0,12,0.0,5.0,2.0,0.0,0.0,4,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06132075471698113,0.07311320754716981,0.12264150943396226,0.07783018867924528,0.12264150943396226,0.01179245283018868,0.02122641509433962,0.09905660377358491,0.03773584905660377,0.01650943396226415,0.05660377358490566,0.07311320754716981,0.0023584905660377358,0.025943396226415096,0.06132075471698113,0.02122641509433962,0.02830188679245283,0.02122641509433962,0.007075471698113208,0.02358490566037736,0.014150943396226415,0.009433962264150943,0.0,0.007075471698113208,0.0,0.0,114,3.719298245614035,28.5,61.995283018867916
Micah,1.0,4,0.0,2.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0546875,0.078125,0.1171875,0.09375,0.0,0.015625,0.0703125,0.046875,0.0390625,0.046875,0.1328125,0.0,0.0234375,0.046875,0.015625,0.0234375,0.046875,0.015625,0.0,0.015625,0.0078125,0.0,0.0234375,0.015625,0.0,30,4.266666666666667,30.0,15.9921875
Nahum,3.0,17,1.0,11.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06378132118451026,0.07517084282460136,0.08656036446469248,0.09339407744874716,0.13895216400911162,0.011389521640091117,0.018223234624145785,0.06150341685649203,0.05694760820045558,0.011389521640091117,0.06378132118451026,0.07972665148063782,0.018223234624145785,0.022779043280182234,0.05466970387243736,0.02733485193621868,0.02050113895216401,0.011389521640091117,0.01366742596810934,0.004555808656036446,0.05239179954441914,0.004555808656036446,0.0,0.002277904328018223,0.0,0.002277904328018223,106,4.1415094339622645,26.5,61.99544419134395
Habakkuk,1.0,6,0.0,9.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052845528455284556,0.06504065040650407,0.08333333333333333,0.07317073170731707,0.13211382113821138,0.016260162601626018,0.022357723577235773,0.09552845528455285,0.054878048780487805,0.026422764227642278,0.06504065040650407,0.06097560975609756,0.016260162601626018,0.03048780487804878,0.032520325203252036,0.036585365853658534,0.018292682926829267,0.016260162601626018,0.014227642276422764,0.012195121951219513,0.044715447154471545,0.02032520325203252,0.0,0.0040650406504065045,0.0,0.0020325203252032522,114,4.315789473684211,22.8,55.9959349593496
Zephaniah,1.0,26,0.0,11.0,0.0,0.0,3.0,14,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06291390728476821,0.0695364238410596,0.09602649006622517,0.10264900662251655,0.09105960264900662,0.011589403973509934,0.006622516556291391,0.08112582781456953,0.039735099337748346,0.023178807947019868,0.03145695364238411,0.09271523178807947,0.0033112582781456954,0.026490066225165563,0.059602649006622516,0.028145695364238412,0.04470198675496689,0.03642384105960265,0.006622516556291391,0.014900662251655629,0.052980132450331126,0.006622516556291391,0.0,0.006622516556291391,0.0033112582781456954,0.0,153,3.947712418300654,30.6,86.99834437086095
